Stock Index,Index,Industry,VWAP,General Index,NAV,P/E Ratio,Volumes Traded,Inventory Turnover,Covid Impact (Beta),Tracking Error,Dollar Exchange Rate,Put-Call Ratio,P/B Ratio,Stock Price
AC2193,NYSE,Real Estate,42.88,12765.84,13.54,178.68,5305765,7.21,-0.43,0.0172,1,0.71,8.24,225.0243328
AC2194,NSE,Materials,396.99,11270.15,42.33,50.34,12245422,3.81,0.03,0.0584,74.9,0.8,4.75,209.1826814
AC2195,NYSE,Healthcare,52.86,12765.84,46.28,35.26,14465764,3.61,0.78,0.0196,1,1.2,5.96,160.134859
AC2196,JSE,Energy,403.22,55722,19.62,45.34,9406573,5,0.11,0.0607,17.7,1.13,6.13,85.62519261
AC2197,NSE,Healthcare,307.4,11270.15,43.02,16.59,4325981,6.98,0.78,0.0584,74.9,1.28,4.59,70.56344126
AC2198,NSE,Healthcare,921.31,11270.15,79.01,49.52,15960646,3.26,0.78,0.0427,74.9,0.92,1.73,401.2198617
AC2199,JSE,Materials,552.99,55722,45.36,124.03,10866849,6.38,0.03,0.0364,17.7,1.02,3.82,552.5231911
AC2200,JSE,Energy,372.64,55722,67.44,45.63,849523,7.16,0.11,0.0603,17.7,1.13,4.84,304.1547643
AC2201,JSE,Information Tech,386.42,55722,53.21,174.51,1798474,7.83,0.23,0.0384,17.7,1.15,7.51,912.3023086
AC2202,BSE,Energy,170.68,38182.08,71.11,124.87,6661794,7.58,0.11,0.0226,74.9,1,9.06,876.0142209
AC2203,NYSE,Energy,252.4,12765.84,13.23,143.88,5453612,5.02,0.11,0.0545,1,1.06,7.18,177.0943428
AC2204,BSE,Healthcare,886.47,38182.08,50.15,108.58,7898599,5.94,0.78,0.0252,74.9,1.13,2.93,546.1559194
AC2205,NYSE,Real Estate,574.46,12765.84,46.28,189.75,6329716,7.67,-0.43,0.0453,1,0.79,9.29,861.8090681
AC2206,BSE,Information Tech,592.75,38182.08,43.19,193.88,10787998,3.88,0.23,0.0572,74.9,0.73,5.94,820.9102486
AC2207,BSE,Real Estate,481.29,38182.08,72.63,78.8,10102789,3.44,-0.43,0.0205,74.9,0.83,1.51,566.0154551
AC2208,NYSE,Real Estate,235.33,12765.84,30.74,197.77,1726558,4.23,-0.43,0.0364,1,0.96,5.22,589.0102824
AC2209,NYSE,Energy,642.38,12765.84,26.02,24.86,17102002,3.57,0.11,0.0252,1,1.25,0.94,65.67991845
AC2210,BSE,Materials,562.55,38182.08,80.78,137.06,3602877,2.75,0.03,0.0232,74.9,1.08,5.43,1095.841512
AC2211,NYSE,Energy,718.66,12765.84,30.17,163.37,8363351,5.58,0.11,0.0153,1,0.94,7.76,481.9033772
AC2212,JSE,Real Estate,844.61,55722,23.57,11.63,787406,6.8,-0.43,0.0448,17.7,0.8,4.69,36.06817872
AC2213,NSE,Materials,910.23,11270.15,82.14,187.9,5652804,4.29,0.03,0.0163,74.9,0.91,8.08,1538.661648
AC2214,NYSE,Energy,469.26,12765.84,75.36,29.4,11553088,3.71,0.11,0.0307,1,0.88,3.01,220.1174966
AC2215,NYSE,Materials,152.67,12765.84,21.11,57.96,13082834,7.26,0.03,0.0183,1,0.94,7.66,117.1286644
AC2216,BSE,Real Estate,146.22,38182.08,62.61,13.09,10892549,2.72,-0.43,0.0277,74.9,0.66,9.16,81.07505727
AC2217,S&P 500,Energy,692.79,3351.28,61.68,67.56,18783795,3.78,0.11,0.0222,1,1.13,3.01,414.4499123
AC2218,JSE,Materials,933.83,55722,97.87,185.36,4969854,3.04,0.03,0.0364,17.7,1.21,5.64,1811.451876
AC2219,NSE,Information Tech,567.39,11270.15,92.17,35.37,14254110,6.52,0.23,0.0187,74.9,1.19,7.78,324.8478571
AC2220,BSE,Real Estate,681.51,38182.08,90.24,65.79,12899779,4.24,-0.43,0.0464,74.9,1.17,4.43,591.2871138
AC2221,S&P 500,Energy,795.19,3351.28,47.45,187.54,9644465,5.49,0.11,0.0505,1,1.29,4.91,878.8822052
AC2222,S&P 500,Energy,469.97,3351.28,46.25,24.59,5775792,3.71,0.11,0.056,1,0.76,0.61,112.7785893
AC2223,S&P 500,Energy,453.37,3351.28,92.76,170.13,4768017,8.02,0.11,0.0557,1,1.19,8.45,1562.560267
AC2224,S&P 500,Real Estate,467.18,3351.28,52.82,32.57,2533426,4.44,-0.43,0.053,1,1.28,2.47,170.2172992
AC2225,NSE,Information Tech,178.36,11270.15,50.46,69.25,17451083,7.79,0.23,0.0357,74.9,0.94,1.22,343.0675868
AC2226,NSE,Energy,357.38,11270.15,61.69,18.86,10290162,5.8,0.11,0.0252,74.9,0.66,6.62,115.4026917
AC2227,NYSE,Healthcare,75.69,12765.84,86.5,69.65,9517624,6.43,0.78,0.0168,1,0.88,0.59,596.0170764
AC2228,NSE,Energy,764.4,11270.15,63.4,82.68,16473445,5.26,0.11,0.0256,74.9,1.17,9.48,522.4186617
AC2229,NSE,Materials,669.35,11270.15,23.73,157.96,13060440,3.48,0.03,0.0232,74.9,1.22,6.24,363.2906755
AC2230,JSE,Real Estate,762.11,55722,88.81,193.88,9125134,7.23,-0.43,0.0295,17.7,0.76,1.39,1708.896112
AC2231,JSE,Materials,231.19,55722,42.29,120.65,12176071,3.01,0.03,0.0461,17.7,0.64,8.23,498.8881783
AC2232,JSE,Real Estate,78.02,55722,15.53,172.17,10082887,4.44,-0.43,0.0182,17.7,1.07,4.27,251.0202104
AC2233,S&P 500,Energy,696.59,3351.28,26.48,139.86,5582297,3.84,0.11,0.0481,1,0.78,6.6,361.1721806
AC2234,BSE,Healthcare,469.25,38182.08,51.7,192.52,14588077,4.16,0.78,0.0443,74.9,0.79,8.15,977.861221
AC2235,NSE,Real Estate,872.12,11270.15,31.97,149.78,4783317,3.52,-0.43,0.0366,74.9,0.73,9.23,475.4534086
AC2236,NYSE,Information Tech,687.95,12765.84,57.92,116.7,5460908,3.63,0.23,0.028,1,1.22,4.63,668.6968964
AC2237,BSE,Materials,141.79,38182.08,19.24,45.47,16483479,8.11,0.03,0.0196,74.9,0.92,3.06,83.47423403
AC2238,BSE,Real Estate,699.45,38182.08,26.54,104.78,708907,4.76,-0.43,0.0597,74.9,0.79,4.87,272.3676273
AC2239,NYSE,Real Estate,838.72,12765.84,33.8,154.94,13124644,3.38,-0.43,0.0417,1,0.75,5.31,517.927819
AC2240,S&P 500,Energy,884.82,3351.28,87.17,115.03,3017562,3.88,0.11,0.0203,1,0.69,3.89,1003.460379
AC2241,S&P 500,Healthcare,842.63,3351.28,12.72,181.85,9234322,6.55,0.78,0.0565,1,1.2,8.36,223.6438829
AC2242,NSE,Healthcare,254.57,11270.15,96.81,37.28,3429598,5.97,0.78,0.0175,74.9,0.91,8.16,357.9204713
AC2243,JSE,Healthcare,9.78,55722,59.45,61.44,9815560,5.25,0.78,0.0576,17.7,0.87,1.48,359.5938041
AC2244,S&P 500,Information Tech,222.47,3351.28,71.46,71.64,11691555,3.27,0.23,0.0456,1,1.07,6.93,505.3793633
AC2245,NYSE,Healthcare,298.87,12765.84,17.13,36.4,7329669,5.74,0.78,0.0378,1,1.01,5.51,59.6382329
AC2246,NSE,Materials,814.04,11270.15,13.11,160.08,7860458,7.3,0.03,0.0503,74.9,0.87,3.52,202.8144421
AC2247,S&P 500,Real Estate,465.9,3351.28,47.78,62.28,1562316,4.39,-0.43,0.0265,1,1.24,6.1,292.8031272
AC2248,NYSE,Energy,920.01,12765.84,86.58,89.9,19226852,4.22,0.11,0.0201,1,1.09,7.45,784.082469
AC2249,NSE,Materials,136.58,11270.15,72.88,93.44,3576288,4.57,0.03,0.0461,74.9,1.16,1.39,672.1207671
AC2250,NYSE,Information Tech,60.57,12765.84,36.59,138.79,19233889,5.28,0.23,0.0325,1,1.19,4.89,494.4972849
AC2251,BSE,Information Tech,858.24,38182.08,66.85,136.64,18924358,6.51,0.23,0.0508,74.9,0.82,1.21,910.45996
AC2252,S&P 500,Real Estate,47.08,3351.28,50.68,170.47,12552967,5.47,-0.43,0.0153,1,1.22,2.84,847.3502997
AC2253,JSE,Materials,410.33,55722,15.84,62.41,14181456,7.47,0.03,0.018,17.7,0.8,3.12,93.93845712
AC2254,NSE,Materials,641.38,11270.15,77.77,132.74,1837037,8.16,0.03,0.0238,74.9,1.06,1.15,1022.538476
AC2255,JSE,Energy,771.98,55722,99.31,117.7,13633003,6.87,0.11,0.0312,17.7,0.66,5.07,1163.894225
AC2256,BSE,Information Tech,179.82,38182.08,83.31,21.4,5295151,6.05,0.23,0.0249,74.9,1.14,7.23,176.6364953
AC2257,NSE,Energy,476.18,11270.15,40.54,190.05,6951240,5.64,0.11,0.0526,74.9,1.13,6.16,753.2064623
AC2258,NSE,Materials,646.38,11270.15,98.98,66.12,5111001,7.03,0.03,0.0315,74.9,1.02,5.46,651.3730051
AC2259,JSE,Healthcare,587.25,55722,72.31,51.81,1467248,5.68,0.78,0.036,17.7,1.04,6.77,372.2008995
AC2260,JSE,Information Tech,782.35,55722,85.8,74.12,842535,6.83,0.23,0.0279,17.7,0.7,0.89,635.6800499
AC2261,NYSE,Information Tech,878.87,12765.84,59.88,71.51,5588085,7.43,0.23,0.0574,1,1.24,6.54,432.8985706
AC2262,BSE,Information Tech,821.83,38182.08,19.73,44.84,4711279,6.01,0.23,0.0525,74.9,0.69,3.72,92.84101861
AC2263,NYSE,Materials,61.43,12765.84,80.98,74.3,8722017,7.49,0.03,0.0515,1,1.02,6.59,594.6382196
AC2264,BSE,Materials,669.27,38182.08,30.09,198.47,9859372,7.54,0.03,0.0567,74.9,0.64,0.86,581.6101522
AC2265,S&P 500,Materials,248.92,3351.28,59.28,90.11,5474957,7.23,0.03,0.0418,1,0.75,5.25,525.8378766
AC2266,BSE,Healthcare,373.57,38182.08,49.55,194.01,3080493,5.09,0.78,0.0481,74.9,0.73,3.59,943.1954693
AC2267,S&P 500,Information Tech,476.78,3351.28,74.73,21.73,15584698,4.52,0.23,0.0154,1,1.15,6.85,161.762334
AC2268,S&P 500,Healthcare,443.51,3351.28,43.96,120.07,9906182,3.09,0.78,0.0558,1,1.06,6.94,517.3702671
AC2269,JSE,Healthcare,874.08,55722,71.76,90.48,18102798,4.63,0.78,0.023,17.7,0.89,1.5,651.9006832
AC2270,BSE,Energy,97.47,38182.08,81.61,97.08,9747028,5.8,0.11,0.049,74.9,1.17,0.76,783.0009262
AC2271,BSE,Healthcare,125.21,38182.08,47.51,33.52,5980121,4.34,0.78,0.0223,74.9,1.06,4.12,156.4490581
AC2272,NSE,Real Estate,205.07,11270.15,34.46,132.93,10525881,2.87,-0.43,0.0473,74.9,1.1,8.7,445.4342658
AC2273,S&P 500,Information Tech,499.41,3351.28,59.55,157.28,10980899,8.07,0.23,0.0581,1,0.87,5.9,922.7275972
AC2274,S&P 500,Materials,497.51,3351.28,99,189.27,15425654,4.85,0.03,0.059,1,0.8,8.34,1856.634216
AC2275,NYSE,Materials,732.48,12765.84,30.31,37.69,4139279,5.3,0.03,0.0156,1,0.82,9.19,115.997331
AC2276,JSE,Real Estate,853.72,55722,96.56,13.94,7193213,3.06,-0.43,0.0391,17.7,0.86,5.22,143.496091
AC2277,NSE,Healthcare,921.78,11270.15,38.58,103.24,12898174,8.01,0.78,0.0255,74.9,1.12,5.76,403.0205835
AC2278,JSE,Healthcare,645.6,55722,41.24,190.53,10736230,3.57,0.78,0.0574,17.7,0.9,2.75,770.522998
AC2279,NSE,Materials,353.76,11270.15,51.34,111.31,11678209,7.4,0.03,0.0491,74.9,0.9,7.76,561.3302301
AC2280,JSE,Healthcare,613.17,55722,30.45,59.05,9205701,7.37,0.78,0.0503,17.7,1.03,3.42,177.067898
AC2281,NSE,Healthcare,429.38,11270.15,66.28,187.65,16973532,3.03,0.78,0.0536,74.9,0.82,4.69,1226.466151
AC2282,BSE,Information Tech,681.76,38182.08,13.95,187.26,4948596,6.75,0.23,0.0309,74.9,0.96,5.16,247.3734472
AC2283,NSE,Information Tech,98.39,11270.15,93.23,164.46,15572969,6.73,0.23,0.0386,74.9,1.26,1.81,1517.294289
AC2284,S&P 500,Real Estate,62.09,3351.28,37.65,174.79,14645451,4.14,-0.43,0.0449,1,0.62,5.33,641.1628973
AC2285,NYSE,Healthcare,561.16,12765.84,42.82,116.84,10563174,7.7,0.78,0.0341,1,1.09,8.39,491.1488036
AC2286,NYSE,Materials,721.14,12765.84,33.11,156.15,13879956,5.16,0.03,0.0606,1,0.65,1.37,506.7745882
AC2287,BSE,Energy,105.66,38182.08,88.95,163.99,9543040,4,0.11,0.0358,74.9,0.65,6.09,1442.795641
AC2288,S&P 500,Energy,562.95,3351.28,21.13,23.01,14999472,7.17,0.11,0.0377,1,0.91,7.16,48.6890149
AC2289,BSE,Healthcare,59.43,38182.08,20.05,174.92,19810362,4.15,0.78,0.0307,74.9,0.85,2.22,334.1112339
AC2290,S&P 500,Real Estate,55.27,3351.28,85.62,116.15,9410908,8.11,-0.43,0.0519,1,0.82,0.94,983.2306211
AC2291,NYSE,Information Tech,273.68,12765.84,32.24,193.85,9143760,3.66,0.23,0.0239,1,1.27,9.28,606.5251332
AC2292,JSE,Materials,579.58,55722,70.62,27.2,714842,3.31,0.03,0.0232,17.7,0.79,0.64,191.8855922
AC2293,NSE,Energy,17.06,11270.15,41.3,117.68,13963691,2.9,0.11,0.0383,74.9,0.62,9.06,474.7481763
AC2294,NSE,Real Estate,324.59,11270.15,86.41,161.72,6481416,4.02,-0.43,0.0291,74.9,0.97,2.36,1382.087807
AC2295,NSE,Healthcare,342.73,11270.15,80.38,38.77,12330544,6.82,0.78,0.0154,74.9,1.14,4.04,308.7308809
AC2296,NSE,Real Estate,787.18,11270.15,17.47,184.28,1034140,2.58,-0.43,0.0246,74.9,0.97,2.14,311.2445794
AC2297,NYSE,Real Estate,45.39,12765.84,95.55,38.06,12955964,7.99,-0.43,0.0156,1,1.2,6.71,360.1570058
AC2298,NSE,Energy,391.3,11270.15,16.1,150.3,5168368,7.55,0.11,0.0154,74.9,1.13,7.51,228.4417195
AC2299,NSE,Materials,109.89,11270.15,13.86,170.76,1649517,8.2,0.03,0.0238,74.9,0.62,4.67,220.6030325
AC2300,NSE,Healthcare,766.05,11270.15,33.52,171.86,19330537,4.74,0.78,0.0506,74.9,1.21,9.26,565.7322753
AC2301,BSE,Information Tech,954.06,38182.08,18.08,182.47,18757674,7.51,0.23,0.0321,74.9,1.17,1.71,329.761967
AC2302,JSE,Healthcare,827.16,55722,80.18,148.72,10926259,3.39,0.78,0.0211,17.7,0.68,1.15,1186.733668
AC2303,JSE,Materials,447.6,55722,87.5,113.6,11049899,5.37,0.03,0.0241,17.7,0.73,7.14,984.0523929
AC2304,NSE,Real Estate,,,,,,,,,74.9,1.15,4.17,647.9736755
AC2305,NSE,Real Estate,,,,,,,,,74.9,1.06,0.52,78.48734809
AC2306,JSE,Information Tech,,,,,,,,,17.7,1.23,3.12,843.9010184
AC2307,BSE,Real Estate,744.71,38182.08,12.39,101.93,7737552,8.25,-0.43,0.0226,74.9,0.96,8.14,122.2724561
AC2308,NYSE,Real Estate,166.83,12765.84,76.19,170.82,1587660,7,-0.43,0.0338,1,0.77,2.9,1284.925997
AC2309,S&P 500,Energy,422.36,3351.28,26.69,179.68,12496819,2.81,0.11,0.0327,1,1.24,8.34,463.1034734
AC2310,BSE,Materials,243.91,38182.08,35.87,79.35,9370830,6.4,0.03,0.0525,74.9,0.64,0.79,277.3834093
AC2311,BSE,Materials,917.94,38182.08,74.94,185.06,17256273,5.96,0.03,0.021,74.9,1.09,0.55,1382.959739
AC2312,S&P 500,Energy,668.94,3351.28,27.61,148.47,19246831,7.61,0.11,0.0529,1,0.79,1.09,399.2798102
AC2313,NYSE,Materials,211.69,12765.84,34.73,164.22,8366207,5.61,0.03,0.0357,1,0.86,7.84,554.6765273
AC2314,NSE,Healthcare,272.62,11270.15,21.33,21.65,8230363,7.22,0.78,0.0431,74.9,1.09,2.9,44.8166792
AC2315,BSE,Energy,832.4,38182.08,55.96,159.88,10283187,5.4,0.11,0.0615,74.9,0.86,8.19,888.071145
AC2316,BSE,Materials,518.19,38182.08,84.96,133.57,8196396,4.5,0.03,0.0191,74.9,0.69,6.28,1123.402984
AC2317,NSE,Energy,828.8,11270.15,94.82,173.2,12536166,5.85,0.11,0.0196,74.9,1.05,8.83,1634.092472
AC2318,S&P 500,Materials,918.31,3351.28,68.75,77.86,14428876,7.86,0.03,0.0515,1,0.61,0.56,542.0928945
AC2319,JSE,Materials,300.01,55722,75.55,165.98,14889497,3.68,0.03,0.0152,17.7,0.99,3.17,1238.19996
AC2320,NYSE,Healthcare,489.34,12765.84,66.01,160.29,5825888,6.81,0.78,0.0578,1,1.08,4.61,1043.889883
AC2321,NSE,Healthcare,761.63,11270.15,33.1,186.14,2758239,6.69,0.78,0.0444,74.9,0.72,9.49,604.2750371
AC2322,NSE,Energy,774.6,11270.15,29.34,67.17,19975224,4.75,0.11,0.0536,74.9,1.28,5.67,197.2580801
AC2323,JSE,Materials,592.37,55722,61.35,21.11,5703454,5.52,0.03,0.0219,17.7,1.22,4,130.0705586
AC2324,JSE,Healthcare,446.25,55722,91.15,199.51,5785969,7.81,0.78,0.0256,17.7,0.78,0.77,1800.128111
AC2325,BSE,Real Estate,498.96,38182.08,78.55,88.44,19013771,7.6,-0.43,0.0571,74.9,1.11,7.99,687.5490972
AC2326,BSE,Real Estate,728.46,38182.08,98.09,87.16,3099040,5.42,-0.43,0.0421,74.9,1.2,1.05,851.5777555
AC2327,JSE,Materials,723.1,55722,30.98,21.06,4069686,4.88,0.03,0.0394,17.7,0.99,7.63,68.3625936
AC2328,BSE,Energy,101.03,38182.08,46.48,44.85,4506610,5.69,0.11,0.0557,74.9,0.98,5.59,204.4111278
AC2329,JSE,Information Tech,757.81,55722,59.73,193.79,10211457,4.58,0.23,0.0483,17.7,0.67,4.13,1144.547869
AC2330,BSE,Materials,932.1,38182.08,55.93,93.29,13009212,7.52,0.03,0.0317,74.9,0.72,8.53,528.190766
AC2331,BSE,Information Tech,490.03,38182.08,48.7,157.63,17348742,5.89,0.23,0.0297,74.9,1.04,1,753.6958188
AC2332,BSE,Information Tech,919.07,38182.08,91.22,186.26,5108223,5.76,0.23,0.0504,74.9,0.9,9.25,1695.162827
AC2333,NYSE,Real Estate,561.2,12765.84,98.45,12.18,11833829,6.94,-0.43,0.0177,1,1.28,0.53,120.9423471
AC2334,JSE,Energy,592.41,55722,71.81,52.37,13383796,4.02,0.11,0.0485,17.7,0.91,8.32,373.5478027
AC2335,JSE,Healthcare,76.87,55722,76,57.54,5718787,5.36,0.78,0.0397,17.7,1.02,4.19,432.0565338
AC2336,JSE,Healthcare,932.27,55722,45.57,30.73,6639728,5.98,0.78,0.0302,17.7,1.19,3.69,152.761204
AC2337,BSE,Energy,120.14,38182.08,22.05,36.11,4068919,6.38,0.11,0.024,74.9,0.99,2.77,76.49558315
AC2338,BSE,Materials,332.75,38182.08,24.35,41.64,18937556,5.59,0.03,0.0526,74.9,0.87,2.87,98.12508813
AC2339,JSE,Real Estate,945.08,55722,97.28,161.42,14088681,5.46,-0.43,0.0565,17.7,1.01,9.25,1570.959319
AC2340,NSE,Real Estate,339.38,11270.15,77,40.94,3518819,5.83,-0.43,0.0279,74.9,0.91,1.91,311.9637494
AC2341,BSE,Healthcare,380.8,38182.08,98.7,19.79,17096646,6.57,0.78,0.0389,74.9,1.08,6.25,194.4551804
AC2342,NYSE,Energy,613.02,12765.84,11.76,169.31,19204619,7.62,0.11,0.0311,1,0.8,6.88,185.8536796
AC2343,S&P 500,Real Estate,312.96,3351.28,32.53,47.51,8000344,8.33,-0.43,0.0157,1,0.76,4.59,150.5912798
AC2344,JSE,Energy,474.35,55722,31.55,72.42,3793943,5.13,0.11,0.0603,17.7,1.29,8.4,222.8439878
AC2345,BSE,Materials,469.65,38182.08,56.04,149.45,1468572,5.63,0.03,0.0433,74.9,1.09,1.15,824.1743393
AC2346,JSE,Information Tech,716.35,55722,84.17,154.46,7208045,4.39,0.23,0.0318,17.7,0.71,0.62,1289.771725
AC2347,JSE,Energy,236.36,55722,52.22,16.31,3456624,4.72,0.11,0.0235,17.7,1.03,9.49,84.1230287
AC2348,S&P 500,Energy,496.09,3351.28,12.13,195.61,17270780,6.97,0.11,0.0295,1,0.74,9.46,220.1965989
AC2349,BSE,Real Estate,480.05,38182.08,10.18,26.15,9642545,5.91,-0.43,0.0583,74.9,0.77,4.82,25.64713656
AC2350,JSE,Information Tech,391.65,55722,69.72,101.48,8522305,3.18,0.23,0.038,17.7,1.27,9.42,698.4746128
AC2351,S&P 500,Energy,526.59,3351.28,91.54,169.8,932088,5.92,0.11,0.0507,1,1.01,5.96,1539.396331
AC2352,NSE,Materials,32.84,11270.15,74.83,104.28,14974366,7.72,0.03,0.0271,74.9,1.02,7.44,770.2896076
AC2353,JSE,Information Tech,835.35,55722,32.04,10.39,9462592,2.75,0.23,0.0424,17.7,1.2,9.32,41.62413839
AC2354,S&P 500,Energy,446.09,3351.28,61.45,193.23,9197223,7.62,0.11,0.0501,1,1.07,5.22,1169.555199
AC2355,NYSE,Materials,910.86,12765.84,61.73,21.21,6221035,6.68,0.03,0.0498,1,0.75,9.12,142.8150898
AC2356,JSE,Real Estate,249.83,55722,92.7,109.51,6882348,4.11,-0.43,0.0436,17.7,1.12,5.75,1004.809894
AC2357,JSE,Information Tech,475.38,55722,23.37,196.25,9846448,6.44,0.23,0.0592,17.7,1.04,4.62,440.9560317
AC2358,JSE,Real Estate,170.03,55722,81.85,59.41,8844920,5.69,-0.43,0.0514,17.7,0.88,6.84,480.7901671
AC2359,JSE,Information Tech,402.03,55722,62.38,61.67,16209295,6.6,0.23,0.0351,17.7,1.17,4.71,379.6767967
AC2360,S&P 500,Healthcare,665.41,3351.28,77.83,169,8713257,6.65,0.78,0.0397,1,0.64,3.49,1302.518652
AC2361,NSE,Energy,79.73,11270.15,24.32,109.14,12049670,6.16,0.11,0.0582,74.9,1.02,0.62,255.1012224
AC2362,NYSE,Real Estate,422.75,12765.84,74.03,14,10274912,6.32,-0.43,0.0469,1,1.26,1.21,103.3968122
AC2363,S&P 500,Energy,204.13,3351.28,74.39,170.38,16477258,7.11,0.11,0.0454,1,0.83,3.56,1251.052414
AC2364,NYSE,Information Tech,964.9,12765.84,62.52,,,,,,,,3.05,87.07858153
AC2365,JSE,Information Tech,416.6,55722,25.62,,,,,,,,3.51,340.1542177
AC2366,NSE,Energy,354.56,11270.15,78.41,,,,,,,,3.04,300.8113383
AC2367,S&P 500,Materials,268.93,3351.28,89.27,,,,,,,,4.61,406.9673544
AC2368,NYSE,Information Tech,403.2,12765.84,90.46,,,,,,,,5.23,439.4984366
AC2369,S&P 500,Materials,515.22,3351.28,40.92,,,,,,,,4.52,383.0639944
AC2370,S&P 500,Real Estate,713.28,3351.28,41.2,,,,,,,,1.29,592.150453
AC2371,NSE,Materials,644.41,11270.15,80.78,,,,,,,,6.57,964.7985414
AC2372,S&P 500,Materials,671.52,3351.28,58.12,,,,,,,,5.61,507.3302976
AC2373,BSE,Real Estate,424.69,38182.08,38.2,,,,,,,,7.32,725.9857079
AC2374,BSE,Healthcare,46.88,38182.08,16.3,,,,,,,,1.41,34.75698598
AC2375,BSE,Real Estate,395.16,38182.08,35.87,108.12,1214181,5.96,-0.43,0.0384,74.9,1.03,4.31,378.1744647
AC2376,BSE,Information Tech,515.8,38182.08,72.1,49.7,19463599,3.13,0.23,0.0432,74.9,0.89,0.62,355.2538725
AC2377,JSE,Materials,478.11,55722,81.07,75.12,9372364,2.94,0.03,0.0598,17.7,1.12,6.1,603.0540991
AC2378,S&P 500,Energy,247.03,3351.28,22.48,161.66,2091203,7.52,0.11,0.0412,1,0.99,6.93,348.1925429
AC2379,S&P 500,Energy,345.07,3351.28,93.47,175.59,7693423,4.57,0.11,0.0553,1,0.65,2.19,1624.64099
AC2380,JSE,Energy,550.98,55722,15.92,144.22,5796283,6.41,0.11,0.0512,17.7,0.97,4.52,217.7994692
AC2381,JSE,Real Estate,54.47,55722,20.62,34.83,15945672,4.43,-0.43,0.0513,17.7,1.04,8.7,68.71539435
AC2382,JSE,Energy,689.63,55722,14.35,172.77,10869880,6.35,0.11,0.0309,17.7,1.2,5.4,235.5992135
AC2383,BSE,Information Tech,778.29,38182.08,42.34,133.43,18454739,6.38,0.23,0.0414,74.9,0.62,8.28,558.7357761
AC2384,S&P 500,Healthcare,114.79,3351.28,97.34,169.88,7809892,5.27,0.78,0.0229,1,0.64,4.5,1637.233263
AC2385,S&P 500,Materials,123.02,3351.28,77.76,115.4,11126199,6.8,0.03,0.0188,1,0.85,8.02,886.2940524
AC2386,JSE,Energy,939.49,55722,66.17,24.46,2544049,2.66,0.11,0.0188,17.7,0.7,1.03,175.7071732
AC2387,JSE,Information Tech,637.96,55722,91.18,152,16989526,4.43,0.23,0.0228,17.7,0.76,3.56,1374.201616
AC2388,JSE,Energy,289.82,55722,67.2,190.52,20062386,5.93,0.11,0.0169,17.7,1.21,8.9,1262.055785
AC2389,BSE,Real Estate,142.8,38182.08,82.64,41.25,20072655,4.77,-0.43,0.0533,74.9,1.05,1,337.1708427
AC2390,JSE,Energy,925.21,55722,31.07,94.75,6033552,3.87,0.11,0.0227,17.7,1.24,8.33,300.1299985
AC2391,BSE,Healthcare,749.94,38182.08,79.91,116.22,19366974,3.09,0.78,0.0317,74.9,1.22,8.56,923.2301628
AC2392,JSE,Materials,561.88,55722,61.13,15.07,2739239,4.81,0.03,0.0244,17.7,1.18,5.77,92.90719077
AC2393,NYSE,Materials,756.52,12765.84,23.96,190.46,15770613,3.78,0.03,0.0565,1,0.98,1.77,443.8665074
AC2394,BSE,Real Estate,820.29,38182.08,44.64,154.99,13378684,7.53,-0.43,0.0589,74.9,0.64,3.7,685.163629
AC2395,S&P 500,Real Estate,285.04,3351.28,92.77,149.66,13204769,3.62,-0.43,0.0541,1,1.1,6.04,1374.136312
AC2396,NSE,Real Estate,799.58,11270.15,50.91,148.1,4903946,7.46,-0.43,0.0184,74.9,0.94,1.63,747.0188778
AC2397,NYSE,Energy,527.17,12765.84,89.02,186.52,1758837,3.48,0.11,0.0615,1,1.22,5.24,1643.783137
AC2398,S&P 500,Energy,60.14,3351.28,81.51,10.29,11514766,7.13,0.11,0.0252,1,0.62,3.63,83.2170884
AC2399,JSE,Information Tech,548.69,55722,48.71,111.35,14062365,7.5,0.23,0.0293,17.7,1.01,4.51,533.5322011
AC2400,BSE,Materials,437.19,38182.08,96.96,52.16,6255162,4.2,0.03,0.0188,74.9,0.89,1.78,501.8222756
AC2401,JSE,Materials,507.56,55722,30.42,163.75,15692859,3.85,0.03,0.0327,17.7,0.74,5.39,483.7918868
AC2402,JSE,Materials,505.2,55722,75.53,185.02,6055111,8.19,0.03,0.0171,17.7,0.68,6.86,1380.837714
AC2403,BSE,Healthcare,12.01,38182.08,69.52,62.52,7999959,6.62,0.78,0.0255,74.9,0.79,5.78,428.8693866
AC2404,JSE,Materials,607.15,55722,58.4,179.6,9420948,3.28,0.03,0.0265,17.7,1.28,6.84,1033.906004
AC2405,NSE,Materials,238.5,11270.15,42.65,26.25,18925114,2.67,0.03,0.0355,74.9,1.11,5.84,109.9216379
AC2406,NSE,Real Estate,385.63,11270.15,43.37,165.7,13413010,3.71,-0.43,0.0562,74.9,0.93,3.32,703.2323117
AC2407,NSE,Information Tech,817.87,11270.15,45.94,53.83,6602523,3.14,0.23,0.0232,74.9,1.06,6.17,250.5174368
AC2408,BSE,Materials,637.58,38182.08,85.44,39.69,17221234,7.03,0.03,0.0359,74.9,1.15,7.28,338.4987732
AC2409,NYSE,Real Estate,545.2,12765.84,93.74,24.57,12985525,8.02,-0.43,0.06,1,0.88,6.93,229.9548862
